order_id	quantity	item_name	choice_description	item_price
930	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
931	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 
931	1	Bottled Water	NULL	$1.50 
931	1	Chips	NULL	$2.15 
932	2	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]	$16.98 
933	1	Steak Bowl	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
933	1	Bottled Water	NULL	$1.50 
934	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
934	2	Chips	NULL	$4.30 
934	1	Bottled Water	NULL	$1.50 
935	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 
935	1	Chips and Roasted Chili Corn Salsa	NULL	$2.95 
935	1	Canned Soft Drink	[Nestea]	$1.25 
936	1	Canned Soft Drink	[Coke]	$1.25 
936	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]	$9.25 
936	1	Chips and Guacamole	NULL	$4.45 
937	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
937	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
937	1	Chips and Guacamole	NULL	$4.45 
938	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]	$8.75 
938	1	Chips	NULL	$2.15 
938	1	Canned Soft Drink	[Sprite]	$1.25 
939	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole, Lettuce]]	$10.98 
939	1	Side of Chips	NULL	$1.69 
940	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
940	1	Canned Soft Drink	[Coke]	$1.25 
940	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
940	1	Canned Soft Drink	[Coke]	$1.25 
941	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 
941	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
941	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
942	1	Chicken Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 
942	1	Side of Chips	NULL	$1.69 
943	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
943	1	Steak Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
944	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
944	1	Chips and Roasted Chili-Corn Salsa	NULL	$2.39 
945	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 
945	1	Chips and Roasted Chili Corn Salsa	NULL	$2.95 
945	1	6 Pack Soft Drink	[Sprite]	$6.49 
945	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, Cheese]	$8.75 
946	1	Veggie Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
946	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]	$9.25 
946	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
947	2	Nantucket Nectar	[Peach Orange]	$6.78 
947	2	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Lettuce]]	$17.98 
947	1	Nantucket Nectar	[Apple]	$3.39 
948	1	Carnitas Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
948	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
948	1	Veggie Soft Tacos	[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Pinto Beans, Cheese, Lettuce]]	$8.75 
949	1	Chips and Guacamole	NULL	$4.45 
949	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce, Guacamole]]	$11.75 
949	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Sour Cream, Cheese, Lettuce]]	$9.25 
949	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]	$8.75 
949	1	6 Pack Soft Drink	[Coke]  NULL 
950	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 
950	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
951	1	Veggie Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]	$8.75 
951	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.25 
952	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.75 
952	1	Chips and Guacamole	NULL	$4.45 
952	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
952	1	Chips	NULL	$2.15 
953	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$9.25 
953	1	Barbacoa Bowl	[Roasted Chili Corn Salsa, [Cheese, Lettuce]]	$9.25 
953	1	Barbacoa Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
953	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Guacamole]]	$11.89 
953	1	Steak Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]	$11.75 
953	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole]]	$11.25 
953	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$9.25 
953	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Rice, Lettuce]]	$9.25 
954	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
954	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
955	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 
955	1	Side of Chips	NULL	$1.69 
955	1	Bottled Water	NULL	$1.09 
956	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
956	1	Bottled Water	NULL    NULL 
957	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
957	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 
958	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
958	1	Bottled Water	NULL	$1.50 
959	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Cheese, Lettuce]]	$8.49 
959	1	Steak Crispy Tacos	[Tomatillo-Red Chili Salsa (Hot), [Cheese, Lettuce]]	$8.99 
960	2	Chicken Salad Bowl	[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]	$22.50 
961	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]	$8.75 
961	2	Chips	NULL	$4.30 
962	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, Fajita Vegetables]	$8.75 
962	1	Chicken Salad Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]	$11.25 
962	1	Chips	NULL	$2.15 
963	1	Veggie Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
963	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
964	1	Chips and Guacamole	NULL	$4.45 
964	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
965	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Lettuce]]	$8.49 
965	1	Nantucket Nectar	[Pomegranate Cherry]	$3.39 
965	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
966	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
966	1	Chips	NULL	$2.15 
966	1	Barbacoa Soft Tacos	[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Guacamole]]	$11.75 
967	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 
967	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
968	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]	$8.75 
968	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
969	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.89 
969	1	Canned Soft Drink	[Diet Coke]	$1.25 
970	5	Bottled Water	NULL	$7.50 
970	1	Barbacoa Salad Bowl	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.89 
971	1	Canned Soda	[Coca Cola]	$1.09 
971	1	Veggie Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.49 
971	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
972	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]   NULL
972	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 
972	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 
973	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
973	1	Steak Soft Tacos	[Tomatillo Red Chili Salsa, [Cheese, Sour Cream]]	$9.25 
973	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.25 
973	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]	$8.75 
973	2	Chips and Guacamole	NULL	$8.90 
974	1	Carnitas Burrito	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
974	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]	$8.75 
975	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
975	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
975	2	Bottled Water	NULL	$3.00 
976	1	Bottled Water	NULL	$1.50 
976	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.25 
976	1	Steak Crispy Tacos	[Fresh Tomato Salsa, [Cheese, Guacamole]]	$11.75 
977	1	Barbacoa Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Lettuce]]	$8.99 
977	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]	$10.98 
978	1	Chips and Guacamole	NULL	$4.45 
978	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream]]	$8.75 
978	1	Chips	NULL	$2.15 
979	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
979	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 
979	1	Chips and Guacamole	NULL	$4.45 
980	1	Side of Chips	NULL	$1.69 
980	1	Veggie Bowl	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Guacamole, Lettuce]]	$10.98 
981	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
981	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
982	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
982	1	Chips and Guacamole	NULL    NULL 
983	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
983	1	Chips and Guacamole	NULL	$3.99 
983	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
984	1	Canned Soft Drink	[Coke]	$1.25 
984	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Lettuce]]	$9.25 
984	1	Chips and Guacamole	NULL	$4.45 
985	1	Veggie Burrito	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce]]	$10.98 
986	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
986	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
987	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Lettuce, Guacamole, Sour Cream, Cheese, Fajita Vegetables, Rice]]	$11.75 
987	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Guacamole, Sour Cream, Rice, Fajita Vegetables, Lettuce]]	$11.25 
988	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Lettuce]]	$8.49 
988	1	Carnitas Bowl	[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.48 
989	1	Chips and Guacamole	NULL	$4.45 
989	1	Canned Soft Drink	[Diet Coke]	$1.25 
989	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
990	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 
990	1	Canned Soda	[Coca Cola]	$1.09 
990	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
991	1	Chicken Bowl	[Fresh Tomato Salsa, [Guacamole, Cheese, Sour Cream, Fajita Vegetables, Rice]]	$11.25 
991	1	Chips	NULL	$2.15 
992	1	Chicken Bowl	[Fresh Tomato Salsa, Cheese]	$8.75 
992	1	Chips and Guacamole	NULL	$4.45 
993	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Cheese, Lettuce]]	$8.49 
993	1	Side of Chips	NULL	$1.69 
994	1	Chicken Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole, Lettuce]]	$10.98 
994	1	Side of Chips	NULL	$1.69 
995	1	Steak Burrito	[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
995	1	Chips and Guacamole	NULL	$4.45 
995	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]	$11.25 
996	1	Chicken Soft Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]	$8.75 
996	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
996	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
996	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
997	2	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$22.50 
998	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
998	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
999	2	Canned Soft Drink	[Sprite]	$2.50 
999	1	Chicken Soft Tacos	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]	$8.75 
999	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]	$8.75 
999	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]	$9.25 
1000	1	Barbacoa Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
1000	1	Chicken Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
1001	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 
1001	1	Canned Soda	[Coca Cola]	$1.09 
1002	1	Barbacoa Burrito	[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
1002	1	Side of Chips	NULL	$1.69 
1003	1	Carnitas Burrito	[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
1003	1	Canned Soft Drink	[Diet Coke]	$1.25 
1004	2	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Pinto Beans, Sour Cream, Cheese, Guacamole]]	$21.96 
1005	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
1005	1	Chips	NULL	$2.15 
1005	1	Canned Soft Drink	[Coke]	$1.25 
1006	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Sour Cream, Lettuce]]	$8.75 
1006	1	Veggie Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
1006	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
1006	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
1006	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
1006	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 
1006	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.25 
1006	1	Chips	NULL	$2.15 
1007	1	Carnitas Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]	$8.99 
1007	1	Canned Soda	[Diet Dr. Pepper]	$1.09 
1007	1	Side of Chips	NULL	$1.69 
1008	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]	$8.75 
1008	1	Chips	NULL	$2.15 
1008	1	Canned Soft Drink	[Sprite]	$1.25 
1009	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 
1009	1	Canned Soda	[Diet Coke]	$1.09 
1009	1	Bottled Water	NULL	$1.09 
1009	1	Side of Chips	NULL	$1.69 
1010	1	Carnitas Bowl	[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Cheese, Guacamole]]	$11.48 
1010	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Cheese, Lettuce]]	$8.49 
1010	1	Chicken Crispy Tacos	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]]	$8.49 
1010	2	Chips and Tomatillo-Red Chili Salsa	NULL	$4.78 
1011	1	Carnitas Soft Tacos	[Roasted Chili Corn Salsa, [Lettuce, Sour Cream, Cheese, Rice]]	$9.25 
1011	1	Canned Soft Drink	[Coke]	$1.25 
1011	1	Canned Soft Drink	[Coke]	$1.25 
1011	1	Canned Soft Drink	[Coke]	$1.25 
1012	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
1012	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 
1013	1	Carnitas Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
1013	1	Chips and Guacamole	NULL	$4.45 
1013	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
1013	1	Chips and Guacamole	NULL	$4.45 
1014	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]	$8.99 
1014	1	Canned Soda	[Coca Cola]	$1.09 
1015	1	Chicken Salad Bowl	[Roasted Chili Corn Salsa, [Cheese, Guacamole, Lettuce]]	$11.25 
1015	1	Chips	NULL	$2.15 
1016	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Sour Cream, Guacamole, Lettuce]]	$11.25 
1016	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]	$9.25 
1016	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
1017	1	Veggie Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
1017	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole]]	$11.25 
1018	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream]]	$9.25 
1018	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
1019	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
1019	1	Chips and Guacamole	NULL	$4.45 
1020	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]	$8.75 
1020	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
1020	1	Chips and Tomatillo Red Chili Salsa	NULL	$2.95 
1021	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 
1021	1	Bottled Water	NULL	$1.50 
